month,year,full_time,part_time,grand_total,carrier
4,2012,68861,10013,78874,DL
5,2012,69024,10674,79698,DL
6,2012,69313,10930,80243,DL
7,2012,69111,10885,79996,DL
8,2012,69098,10471,79569,DL
9,2012,67964,9507,77471,DL
10,2012,67865,9643,77508,DL
11,2012,67851,9721,77572,DL
12,2012,67669,9720,77389,DL
1,2013,68482,9384,77866,DL
2,2013,68725,9480,78205,DL
3,2013,68697,9396,78093,DL
4,2013,69021,9684,78705,DL
5,2013,69020,10529,79549,DL
6,2013,69348,10396,79744,DL
7,2013,69063,10297,79360,DL
8,2013,68911,9924,78835,DL
9,2013,68835,9219,78054,DL
10,2013,68768,9448,78216,DL
11,2013,68830,9490,78320,DL
12,2013,68587,9538,78125,DL
1,2014,68600,9544,78144,DL
2,2014,68817,9569,78386,DL
3,2014,69725,9592,79317,DL
4,2014,70027,9938,79965,DL
5,2014,70201,11037,81238,DL
6,2014,70567,10710,81277,DL
7,2014,70728,10746,81474,DL
8,2014,70611,10245,80856,DL
9,2014,70908,9416,80324,DL
10,2014,70893,9765,80658,DL
11,2014,70603,9767,80370,DL
12,2014,70755,9963,80718,DL
1,2015,71106,9809,80915,DL
2,2015,71315,10249,81564,DL
3,2015,71815,10379,82194,DL
4,2015,72437,10730,83167,DL
5,2015,73099,11242,84341,DL
6,2015,73532,11196,84728,DL
7,2015,73535,11163,84698,DL
8,2015,73812,10629,84441,DL
9,2015,74159,10232,84391,DL
10,2015,74122,10567,84689,DL
11,2015,73848,10536,84384,DL
12,2015,73693,10758,84451,DL
1,2016,73457,10511,83968,DL
2,2016,73803,10821,84624,DL
3,2016,74094,10948,85042,DL
4,2016,74507,10604,85111,DL
5,2016,74567,11232,85799,DL
6,2016,74601,11567,86168,DL
7,2016,74590,11398,85988,DL
8,2016,74632,11126,85758,DL
9,2016,74867,10257,85124,DL
10,2016,75079,10330,85409,DL
11,2016,73989,10715,84704,DL
12,2016,74198,10498,84696,DL
1,2017,74052,10210,84262,DL
2,2017,74327,10365,84692,DL
3,2017,75419,10588,86007,DL
4,2017,75658,10848,86506,DL
5,2017,75946,10951,86897,DL
6,2017,76799,11259,88058,DL
7,2017,76334,11229,87563,DL
8,2017,76475,10848,87323,DL
9,2017,76599,10195,86794,DL
10,2017,76960,10421,87381,DL
11,2017,76175,10662,86837,DL
12,2017,76285,10959,87244,DL
1,2018,76010,10953,86963,DL
2,2018,76150,11244,87394,DL
3,2018,77365,10799,88164,DL
4,2018,77600,10519,88119,DL
5,2018,78261,10430,88691,DL
6,2018,78339,10907,89246,DL
7,2018,80775,12673,93448,DL
8,2018,77903,10740,88643,DL
9,2018,78037,10240,88277,DL
10,2018,77951,10283,88234,DL
11,2018,77101,10640,87741,DL
12,2018,77285,10811,88096,DL
1,2019,78055,10684,88739,DL
2,2019,78645,10846,89491,DL
3,2019,79067,10892,89959,DL
4,2019,79307,10660,89967,DL
5,2019,79502,10929,90431,DL
6,2019,79601,11688,91289,DL
7,2019,79462,11651,91113,DL
8,2019,79502,11192,90694,DL
9,2019,79512,10417,89929,DL
10,2019,79931,10371,90302,DL
11,2019,79636,10360,89996,DL
12,2019,79841,10565,90406,DL
1,2020,80582,10245,90827,DL
2,2020,81177,10239,91416,DL
3,2020,80179,9801,89980,DL
4,2020,57498,4512,62010,DL
5,2020,47581,3403,50984,DL
6,2020,47877,3591,51468,DL
7,2020,56513,5563,62076,DL
8,2020,57630,5716,63346,DL
9,2020,55767,5743,61510,DL
10,2020,55384,5845,61229,DL
11,2020,56393,5885,62278,DL
12,2020,56827,5959,62786,DL
1,2021,56429,5758,62187,DL
2,2021,56933,5655,62588,DL
3,2021,58406,5821,64227,DL
4,2021,59348,6311,65659,DL
5,2021,61045,7288,68333,DL
6,2021,62248,9029,71277,DL
7,2021,68699,4805,73504,DL
8,2021,71804,3280,75084,DL
9,2021,74393,2787,77180,DL
10,2021,77410,2156,79566,DL
11,2021,78447,2380,80827,DL
12,2021,79299,2380,81679,DL
1,2022,80655,1965,82620,DL
2,2022,82439,1885,84324,DL
3,2022,83951,1823,85774,DL
4,2022,85359,1795,87154,DL
5,2022,86831,2364,89195,DL
6,2022,88649,3531,92180,DL
7,2022,89331,3568,92899,DL
8,2022,90039,2578,92617,DL
9,2022,91834,2094,93928,DL
10,2022,92459,1957,94416,DL
11,2022,93007,2449,95456,DL
12,2022,92734,2661,95395,DL
1,2023,94236,2508,96744,DL
2,2023,95551,2400,97951,DL
3,2023,96510,2219,98729,DL
4,2023,97513,1475,98988,DL
5,2023,98455,1884,100339,DL
6,2023,99404,2929,102333,DL
7,2023,99944,2990,102934,DL
8,2023,100435,2106,102541,DL
9,2023,101162,1699,102861,DL
10,2023,101724,1927,103651,DL
11,2023,101182,2922,104104,DL
12,2023,101436,2969,104405,DL
1,2024,100932,2268,103200,DL
2,2024,101834,2165,103999,DL
3,2024,102655,2189,104844,DL
4,2024,102384,1513,103897,DL
5,2024,103035,2046,105081,DL
6,2024,103018,3280,106298,DL
7,2024,102936,3296,106232,DL
8,2024,102943,2247,105190,DL
9,2024,103249,1443,104692,DL
10,2024,103279,1562,104841,DL
11,2024,102032,2106,104138,DL
12,2024,102223,2693,104916,DL
1,2025,102202,2185,104387,DL
7,1993,1713,198,1911,EV
8,1993,1763,207,1970,EV
9,1993,1792,220,2012,EV
10,1993,1829,229,2058,EV
11,1993,1845,245,2090,EV
12,1993,1857,252,2109,EV
1,1994,1864,247,2111,EV
2,1994,1856,250,2106,EV
3,1994,1873,252,2125,EV
4,1994,1868,246,2114,EV
5,1994,1869,252,2121,EV
6,1994,1890,257,2147,EV
7,1994,1916,258,2174,EV
8,1994,1913,257,2170,EV
9,1994,1930,256,2186,EV
10,1994,1917,260,2177,EV
11,1994,1926,260,2186,EV
12,1994,1931,260,2191,EV
1,1995,1902,260,2162,EV
2,1995,1902,260,2162,EV
3,1995,1913,265,2178,EV
4,1995,1926,261,2187,EV
5,1995,1948,270,2218,EV
6,1995,1952,280,2232,EV
7,1995,1962,284,2246,EV
8,1995,1945,289,2234,EV
9,1995,1962,277,2239,EV
10,1995,1957,265,2222,EV
11,1995,2000,266,2266,EV
12,1995,2062,274,2336,EV
1,1996,2052,273,2325,EV
2,1996,2058,288,2346,EV
3,1996,2094,288,2382,EV
4,1996,2088,293,2381,EV
5,1996,2114,290,2404,EV
6,1996,2120,285,2405,EV
7,1996,2158,288,2446,EV
8,1996,2146,297,2443,EV
9,1996,2165,297,2462,EV
10,1996,2201,293,2494,EV
11,1996,2198,282,2480,EV
12,1996,2196,264,2460,EV
1,1997,2172,265,2437,EV
2,1997,2170,263,2433,EV
3,1997,2179,277,2456,EV
4,1997,2213,271,2484,EV
5,1997,2227,283,2510,EV
6,1997,2222,266,2488,EV
7,1997,2195,260,2455,EV
8,1997,2235,261,2496,EV
9,1997,2240,257,2497,EV
10,1997,2224,251,2475,EV
11,1997,2224,251,2475,EV
12,1997,2270,264,2534,EV
1,1998,2233,261,2494,EV
2,1998,2227,277,2504,EV
3,1998,2208,260,2468,EV
4,1998,2214,251,2465,EV
5,1998,2222,246,2468,EV
6,1998,2238,269,2507,EV
7,1998,2277,272,2549,EV
8,1998,2286,257,2543,EV
9,1998,2308,270,2578,EV
10,1998,2236,366,2602,EV
11,1998,2349,257,2606,EV
12,1998,2337,260,2597,EV
1,1999,2336,261,2597,EV
2,1999,2363,267,2630,EV
3,1999,2372,257,2629,EV
4,1999,2393,264,2657,EV
5,1999,2393,264,2657,EV
6,1999,2439,265,2704,EV
7,1999,2422,261,2683,EV
8,1999,2539,266,2805,EV
9,1999,2591,263,2854,EV
10,1999,2682,248,2930,EV
11,1999,2754,268,3022,EV
12,1999,2822,260,3082,EV
1,2000,2869,265,3134,EV
2,2000,2986,280,3266,EV
3,2000,3020,299,3319,EV
4,2000,3211,146,3357,EV
5,2000,3207,267,3474,EV
6,2000,3372,262,3634,EV
7,2000,3372,588,3960,EV
8,2000,3403,281,3684,EV
9,2000,3496,536,4032,EV
10,2000,3530,266,3796,EV
11,2000,3647,263,3910,EV
12,2000,3735,268,4003,EV
1,2001,3823,272,4095,EV
2,2001,3923,288,4211,EV
3,2001,3912,311,4223,EV
4,2001,3952,366,4318,EV
5,2001,3840,331,4171,EV
6,2001,3853,332,4185,EV
7,2001,3896,321,4217,EV
8,2001,3955,320,4275,EV
9,2001,3972,316,4288,EV
10,2001,3964,310,4274,EV
11,2001,3990,301,4291,EV
12,2001,4067,265,4332,EV
1,2002,4105,268,4373,EV
2,2002,4196,265,4461,EV
3,2002,4247,302,4549,EV
4,2002,4278,310,4588,EV
5,2002,4393,324,4717,EV
6,2002,4430,327,4757,EV
7,2002,4492,331,4823,EV
8,2002,4645,314,4959,EV
9,2002,4724,353,5077,EV
10,2002,4794,353,5147,EV
11,2002,4864,352,5216,EV
12,2002,4907,349,5256,EV
1,2003,4957,410,5367,EV
2,2003,5011,374,5385,EV
3,2003,5081,372,5453,EV
4,2003,5091,378,5469,EV
5,2003,5100,388,5488,EV
6,2003,5125,403,5528,EV
7,2003,5164,409,5573,EV
8,2003,5156,408,5564,EV
9,2003,5157,415,5572,EV
10,2003,5238,417,5655,EV
11,2003,5229,481,5710,EV
12,2003,5236,466,5702,EV
1,2004,5214,472,5686,EV
2,2004,5191,515,5706,EV
3,2004,5298,549,5847,EV
4,2004,5355,554,5909,EV
5,2004,5385,612,5997,EV
6,2004,5416,602,6018,EV
7,2004,5470,616,6086,EV
8,2004,5448,576,6024,EV
9,2004,5631,452,6083,EV
10,2004,5601,415,6016,EV
11,2004,5568,398,5966,EV
12,2004,5523,389,5912,EV
1,2005,5548,384,5932,EV
2,2005,5251,327,5578,EV
3,2005,5283,326,5609,EV
4,2005,5289,316,5605,EV
5,2005,5323,327,5650,EV
6,2005,5366,314,5680,EV
7,2005,5383,307,5690,EV
8,2005,5376,328,5704,EV
9,2005,5353,313,5666,EV
10,2005,5408,307,5715,EV
11,2005,5419,308,5727,EV
12,2005,5402,300,5702,EV
1,2006,5300,300,5600,EV
2,2006,5147,294,5441,EV
3,2006,5132,294,5426,EV
4,2006,5283,302,5585,EV
5,2006,5235,326,5561,EV
6,2006,5312,326,5638,EV
7,2006,5407,324,5731,EV
8,2006,5428,329,5757,EV
9,2006,5436,323,5759,EV
10,2006,5510,338,5848,EV
11,2006,5558,338,5896,EV
12,2006,5497,320,5817,EV
1,2007,5583,328,5911,EV
2,2007,5844,341,6185,EV
3,2007,5494,338,5832,EV
4,2007,5414,321,5735,EV
5,2007,5433,318,5751,EV
6,2007,4222,250,4472,EV
7,2007,4247,218,4465,EV
8,2007,4209,225,4434,EV
9,2007,4234,218,4452,EV
10,2007,4270,210,4480,EV
11,2007,4179,201,4380,EV
12,2007,4204,181,4385,EV
1,2008,4291,193,4484,EV
2,2008,4356,203,4559,EV
3,2008,4381,206,4587,EV
4,2008,4408,203,4611,EV
5,2008,4444,201,4645,EV
6,2008,4414,206,4620,EV
7,2008,4381,194,4575,EV
8,2008,4334,220,4554,EV
9,2008,4320,225,4545,EV
10,2008,4305,214,4519,EV
11,2008,4261,37,4298,EV
12,2008,4252,202,4454,EV
1,2009,4223,187,4410,EV
2,2009,4118,182,4300,EV
3,2009,4076,172,4248,EV
4,2009,3949,153,4102,EV
5,2009,3854,145,3999,EV
6,2009,3764,137,3901,EV
7,2009,3616,162,3778,EV
8,2009,3548,156,3704,EV
9,2009,3540,164,3704,EV
10,2009,3539,156,3695,EV
11,2009,3511,154,3665,EV
12,2009,3516,170,3686,EV
1,2010,3419,172,3591,EV
2,2010,3468,178,3646,EV
3,2010,3461,170,3631,EV
4,2010,3508,181,3689,EV
5,2010,3526,183,3709,EV
6,2010,3525,172,3697,EV
7,2010,3544,169,3713,EV
8,2010,3541,173,3714,EV
9,2010,3514,174,3688,EV
10,2010,3626,166,3792,EV
11,2010,3658,158,3816,EV
12,2010,3630,160,3790,EV
1,2011,3597,213,3810,EV
2,2011,3648,167,3815,EV
3,2011,3617,161,3778,EV
4,2011,3676,159,3835,EV
5,2011,3670,168,3838,EV
6,2011,3687,179,3866,EV
7,2011,3719,180,3899,EV
8,2011,3753,176,3929,EV
9,2011,3781,171,3952,EV
10,2011,3777,183,3960,EV
11,2011,3747,210,3957,EV
12,2011,3735,210,3945,EV
1,2012,9135,503,9638,EV
2,2012,9184,515,9699,EV
3,2012,9173,514,9687,EV
4,2012,9197,501,9698,EV
5,2012,9178,509,9687,EV
6,2012,9177,498,9675,EV
7,2012,9140,480,9620,EV
8,2012,9035,405,9440,EV
9,2012,8923,335,9258,EV
10,2012,8845,179,9024,EV
11,2012,8774,99,8873,EV
12,2012,8733,91,8824,EV
1,2013,8793,77,8870,EV
2,2013,8763,76,8839,EV
3,2013,8813,69,8882,EV
4,2013,8839,68,8907,EV
5,2013,8839,68,8907,EV
6,2013,8964,68,9032,EV
7,2013,8986,67,9053,EV
8,2013,8987,69,9056,EV
9,2013,9003,68,9071,EV
10,2013,9052,67,9119,EV
11,2013,9051,67,9118,EV
12,2013,9021,66,9087,EV
1,2014,9145,66,9211,EV
2,2014,9168,65,9233,EV
3,2014,9191,63,9254,EV
4,2014,9303,60,9363,EV
5,2014,9279,85,9364,EV
6,2014,9298,65,9363,EV
7,2014,9234,65,9299,EV
8,2014,9190,62,9252,EV
9,2014,9059,65,9124,EV
10,2014,8903,83,8986,EV
11,2014,8758,83,8841,EV
12,2014,8630,81,8711,EV
1,2015,8484,82,8566,EV
2,2015,8803,85,8888,EV
3,2015,8325,78,8403,EV
4,2015,8134,77,8211,EV
5,2015,8029,76,8105,EV
6,2015,7876,98,7974,EV
7,2015,7774,106,7880,EV
8,2015,7657,102,7759,EV
9,2015,7603,103,7706,EV
10,2015,7564,102,7666,EV
11,2015,7433,99,7532,EV
12,2015,7345,98,7443,EV
1,2016,7276,97,7373,EV
2,2016,7182,94,7276,EV
3,2016,7055,90,7145,EV
4,2016,6916,85,7001,EV
5,2016,6821,86,6907,EV
6,2016,6742,73,6815,EV
7,2016,6668,70,6738,EV
8,2016,6571,68,6639,EV
9,2016,6534,66,6600,EV
10,2016,6449,66,6515,EV
11,2016,6367,63,6430,EV
12,2016,6247,62,6309,EV
1,2017,6202,61,6263,EV
2,2017,6136,62,6198,EV
3,2017,5953,60,6013,EV
4,2017,5784,59,5843,EV
5,2017,5684,55,5739,EV
6,2017,5537,46,5583,EV
7,2017,5418,43,5461,EV
8,2017,5227,42,5269,EV
9,2017,4984,42,5026,EV
10,2017,4698,36,4734,EV
11,2017,4511,34,4545,EV
12,2017,4378,29,4407,EV
1,2018,4221,26,4247,EV
2,2018,4101,26,4127,EV
3,2018,3987,25,4012,EV
4,2018,3864,25,3889,EV
5,2018,3743,24,3767,EV
6,2018,3609,24,3633,EV
7,2018,3564,23,3587,EV
8,2018,3463,16,3479,EV
9,2018,3292,20,3312,EV
10,2018,3105,20,3125,EV
11,2018,2950,20,2970,EV
12,2018,2918,20,2938,EV
1,2019,2918,20,2938,EV
2,2019,2774,2,2776,EV
3,2019,2744,2,2746,EV
4,2019,2668,4,2672,EV
5,2019,2662,7,2669,EV
6,2019,2646,7,2653,EV
7,2019,2669,7,2676,EV
8,2019,2740,2,2742,EV
9,2019,2755,4,2759,EV
10,2019,2833,13,2846,EV
11,2019,2890,14,2904,EV
12,2019,2876,16,2892,EV
1,2020,2931,16,2947,EV
2,2020,2961,16,2977,EV
3,2020,2986,16,3002,EV
4,2020,2986,16,3002,EV
5,2020,2478,14,2492,EV
6,2020,2478,14,2492,EV
7,2020,2380,15,2395,EV
8,2020,2463,15,2478,EV
9,2020,2306,15,2321,EV
10,2021,102,4,106,EV
11,2021,116,4,120,EV
12,2021,119,4,123,EV
1,2022,129,4,133,EV
2,2022,131,1,132,EV
3,2022,128,1,129,EV
4,2022,128,1,129,EV
5,2022,126,1,127,EV
6,2022,127,1,128,EV
7,2022,124,3,127,EV
8,2022,128,3,131,EV
7,1994,225,0,225,F9
8,1994,279,0,279,F9
9,1994,309,0,309,F9
10,1994,324,0,324,F9
11,1994,331,0,331,F9
12,1994,327,0,327,F9
1,1995,320,0,320,F9
2,1995,326,20,346,F9
3,1995,318,20,338,F9
4,1995,318,20,338,F9
5,1995,279,75,354,F9
6,1995,293,96,389,F9
7,1995,330,72,402,F9
8,1995,355,70,425,F9
9,1995,317,71,388,F9
10,1995,338,43,381,F9
11,1995,393,39,432,F9
12,1995,405,42,447,F9
1,1996,407,43,450,F9
2,1996,421,43,464,F9
3,1996,456,77,533,F9
4,1996,504,79,583,F9
5,1996,526,83,609,F9
6,1996,543,78,621,F9
7,1996,568,90,658,F9
8,1996,606,105,711,F9
9,1996,620,106,726,F9
10,1996,613,105,718,F9
11,1996,608,104,712,F9
12,1996,606,108,714,F9
1,1997,609,102,711,F9
2,1997,615,98,713,F9
3,1997,630,108,738,F9
4,1997,661,108,769,F9
5,1997,694,104,798,F9
6,1997,694,104,798,F9
7,1997,694,122,816,F9
8,1997,744,125,869,F9
9,1997,744,125,869,F9
10,1997,756,132,888,F9
11,1997,756,132,888,F9
12,1997,752,146,898,F9
1,1998,740,149,889,F9
2,1998,758,153,911,F9
3,1998,760,166,926,F9
4,1998,745,162,907,F9
5,1998,750,175,925,F9
6,1998,754,197,951,F9
7,1998,754,197,951,F9
8,1998,803,234,1037,F9
9,1998,857,267,1124,F9
10,1998,898,304,1202,F9
11,1998,957,304,1261,F9
12,1998,941,295,1236,F9
1,1999,960,299,1259,F9
2,1999,1036,307,1343,F9
3,1999,1179,323,1502,F9
4,1999,1226,334,1560,F9
5,1999,1260,347,1607,F9
6,1999,1263,375,1638,F9
7,1999,1354,390,1744,F9
8,1999,1379,394,1773,F9
9,1999,1372,391,1763,F9
10,1999,1384,421,1805,F9
11,1999,1462,430,1892,F9
12,1999,1515,433,1948,F9
1,2000,1545,448,1993,F9
2,2000,1653,401,2054,F9
3,2000,1659,408,2067,F9
4,2000,1847,486,2333,F9
5,2000,1642,490,2132,F9
6,2000,1696,434,2130,F9
7,2000,1717,464,2181,F9
8,2000,1781,471,2252,F9
9,2000,1794,479,2273,F9
10,2000,1836,487,2323,F9
11,2000,1841,477,2318,F9
12,2000,1847,470,2317,F9
1,2001,1534,477,2011,F9
2,2001,1960,460,2420,F9
3,2001,1993,448,2441,F9
4,2001,1654,455,2109,F9
5,2001,2089,404,2493,F9
6,2001,2071,437,2508,F9
7,2001,2109,446,2555,F9
8,2001,2126,443,2569,F9
9,2001,2054,455,2509,F9
10,2001,1942,459,2401,F9
11,2001,1945,482,2427,F9
12,2001,1954,487,2441,F9
1,2002,2015,544,2559,F9
2,2002,2010,519,2529,F9
3,2002,2142,557,2699,F9
4,2002,2203,591,2794,F9
5,2002,2263,590,2853,F9
6,2002,2364,595,2959,F9
7,2002,2362,598,2960,F9
8,2002,2354,613,2967,F9
9,2002,2337,599,2936,F9
10,2002,2422,595,3017,F9
11,2002,2438,594,3032,F9
12,2002,3020,600,3620,F9
1,2003,2436,614,3050,F9
2,2003,2477,637,3114,F9
3,2003,2516,641,3157,F9
4,2003,2535,674,3209,F9
5,2003,2647,725,3372,F9
6,2003,2663,730,3393,F9
7,2003,2616,738,3354,F9
8,2003,2710,748,3458,F9
9,2003,2775,796,3571,F9
10,2003,2880,792,3672,F9
11,2003,2947,812,3759,F9
12,2003,2961,807,3768,F9
1,2004,3067,801,3868,F9
2,2004,3198,0,3198,F9
3,2004,3331,855,4186,F9
4,2004,3414,882,4296,F9
5,2004,3453,906,4359,F9
6,2004,3490,895,4385,F9
7,2004,3522,894,4416,F9
8,2004,3576,886,4462,F9
9,2004,3627,882,4509,F9
10,2004,3629,901,4530,F9
11,2004,3629,885,4514,F9
12,2004,3620,872,4492,F9
1,2005,3648,885,4533,F9
2,2005,3639,876,4515,F9
3,2005,3630,868,4498,F9
4,2005,3631,883,4514,F9
5,2005,3611,910,4521,F9
6,2005,3591,923,4514,F9
7,2005,3641,951,4592,F9
8,2005,3612,940,4552,F9
9,2005,3624,945,4569,F9
10,2005,3645,932,4577,F9
11,2005,3635,930,4565,F9
12,2005,3635,915,4550,F9
1,2006,3720,918,4638,F9
2,2006,3789,935,4724,F9
3,2006,3833,916,4749,F9
4,2006,3841,914,4755,F9
5,2006,3971,903,4874,F9
6,2006,4012,943,4955,F9
7,2006,4044,970,5014,F9
8,2006,4056,965,5021,F9
9,2006,4042,951,4993,F9
10,2006,4038,949,4987,F9
11,2006,4060,949,5009,F9
12,2006,4052,939,4991,F9
1,2007,4078,934,5012,F9
2,2007,4149,929,5078,F9
3,2007,4225,931,5156,F9
4,2007,4334,931,5265,F9
5,2007,4403,959,5362,F9
6,2007,4457,965,5422,F9
7,2007,4564,1024,5588,F9
8,2007,4605,1058,5663,F9
9,2007,4663,1086,5749,F9
10,2007,4648,1091,5739,F9
11,2007,4712,1070,5782,F9
12,2007,4694,1043,5737,F9
1,2008,4738,1071,5809,F9
2,2008,4717,1075,5792,F9
3,2008,4619,1052,5671,F9
4,2008,4569,1042,5611,F9
5,2008,4569,1048,5617,F9
6,2008,4439,1020,5459,F9
7,2008,4235,1013,5248,F9
8,2008,4098,957,5055,F9
9,2008,3953,1052,5005,F9
10,2008,3945,1030,4975,F9
11,2008,3914,1056,4970,F9
12,2008,3943,907,4850,F9
1,2009,3915,998,4913,F9
2,2009,3913,984,4897,F9
3,2009,3887,998,4885,F9
4,2009,3918,990,4908,F9
5,2009,3929,990,4919,F9
6,2009,3901,979,4880,F9
7,2009,3876,965,4841,F9
8,2009,3849,976,4825,F9
9,2009,3784,985,4769,F9
10,2009,3793,981,4774,F9
11,2009,3856,992,4848,F9
12,2009,4342,1380,5722,F9
1,2010,4429,1369,5798,F9
2,2010,4370,1381,5751,F9
3,2010,4257,1417,5674,F9
4,2010,4245,1349,5594,F9
5,2010,4299,1154,5453,F9
6,2010,4267,1132,5399,F9
7,2010,4268,1113,5381,F9
8,2010,4292,1109,5401,F9
9,2010,4311,1329,5640,F9
10,2010,4174,1330,5504,F9
11,2010,4303,1337,5640,F9
12,2010,4237,1319,5556,F9
1,2011,4233,1331,5564,F9
2,2011,4243,1321,5564,F9
3,2011,4247,1310,5557,F9
4,2011,4268,1321,5589,F9
5,2011,4292,1303,5595,F9
6,2011,4312,1307,5619,F9
7,2011,4299,1278,5577,F9
8,2011,4360,1267,5627,F9
9,2011,4286,1253,5539,F9
10,2011,4226,1218,5444,F9
11,2011,4071,1173,5244,F9
12,2011,4071,1173,5244,F9
1,2012,3960,1150,5110,F9
2,2012,3942,1131,5073,F9
3,2012,3877,1098,4975,F9
4,2012,3796,1069,4865,F9
5,2012,3724,1039,4763,F9
6,2012,3678,1028,4706,F9
7,2012,3621,1009,4630,F9
8,2012,3535,1042,4577,F9
9,2012,3517,1053,4570,F9
10,2012,3474,1066,4540,F9
11,2012,3418,1064,4482,F9
12,2012,3374,1048,4422,F9
1,2013,3343,1045,4388,F9
2,2013,3327,1046,4373,F9
3,2013,3302,1011,4313,F9
4,2013,3254,965,4219,F9
5,2013,3255,938,4193,F9
6,2013,3169,882,4051,F9
7,2013,3170,883,4053,F9
8,2013,3137,825,3962,F9
9,2013,3094,763,3857,F9
10,2013,3077,719,3796,F9
11,2013,3099,690,3789,F9
12,2013,3159,669,3828,F9
1,2014,3079,666,3745,F9
2,2014,3233,663,3896,F9
3,2014,3173,661,3834,F9
4,2014,3295,666,3961,F9
5,2014,3332,676,4008,F9
6,2014,3342,686,4028,F9
7,2014,3397,702,4099,F9
8,2014,3487,689,4176,F9
9,2014,3412,691,4103,F9
10,2014,3374,658,4032,F9
11,2014,3352,639,3991,F9
12,2014,3320,609,3929,F9
1,2015,3338,547,3885,F9
2,2015,3312,525,3837,F9
3,2015,2913,218,3131,F9
4,2015,2872,78,2950,F9
5,2015,2709,45,2754,F9
6,2015,2735,40,2775,F9
7,2015,2767,39,2806,F9
8,2015,2756,39,2795,F9
9,2015,2846,45,2891,F9
10,2015,2883,43,2926,F9
11,2015,2853,44,2897,F9
12,2015,2929,47,2976,F9
1,2016,2939,46,2985,F9
2,2016,2980,43,3023,F9
3,2016,2995,40,3035,F9
4,2016,3051,37,3088,F9
5,2016,3038,37,3075,F9
6,2016,3120,38,3158,F9
7,2016,3126,41,3167,F9
8,2016,3161,40,3201,F9
9,2016,3241,41,3282,F9
10,2016,3288,41,3329,F9
11,2016,3359,41,3400,F9
12,2016,3372,40,3412,F9
1,2017,3394,39,3433,F9
2,2017,3453,38,3491,F9
3,2017,3516,35,3551,F9
4,2017,3573,34,3607,F9
5,2017,3590,34,3624,F9
6,2017,3600,36,3636,F9
7,2017,3558,35,3593,F9
8,2017,3607,32,3639,F9
9,2017,3566,34,3600,F9
10,2017,3597,39,3636,F9
11,2017,3650,40,3690,F9
12,2017,3682,39,3721,F9
1,2018,3706,39,3745,F9
2,2018,3713,38,3751,F9
3,2018,3763,37,3800,F9
4,2018,3826,37,3863,F9
5,2018,3880,41,3921,F9
6,2018,3950,41,3991,F9
7,2018,3991,39,4030,F9
8,2018,4028,36,4064,F9
9,2018,4068,36,4104,F9
10,2018,4160,39,4199,F9
11,2018,4225,39,4264,F9
12,2018,4197,37,4234,F9
1,2019,4309,34,4343,F9
2,2019,4372,40,4412,F9
3,2019,4405,42,4447,F9
4,2019,4458,39,4497,F9
5,2019,4581,48,4629,F9
6,2019,4639,51,4690,F9
7,2019,4669,51,4720,F9
8,2019,4702,47,4749,F9
9,2019,4787,48,4835,F9
10,2019,4834,46,4880,F9
11,2019,4893,45,4938,F9
12,2019,4905,60,4965,F9
1,2020,4957,63,5020,F9
2,2020,5036,65,5101,F9
3,2020,5115,66,5181,F9
4,2020,5090,63,5153,F9
5,2020,5076,63,5139,F9
6,2020,5040,61,5101,F9
7,2020,5028,68,5096,F9
8,2020,5015,65,5080,F9
9,2020,4990,65,5055,F9
10,2020,4955,64,5019,F9
11,2020,4957,64,5021,F9
12,2020,4948,63,5011,F9
1,2021,4934,62,4996,F9
2,2021,4891,61,4952,F9
3,2021,4898,48,4946,F9
4,2021,4948,47,4995,F9
5,2021,4984,47,5031,F9
6,2021,5129,49,5178,F9
7,2021,5210,50,5260,F9
8,2021,5302,48,5350,F9
9,2021,5381,48,5429,F9
10,2021,5441,46,5487,F9
11,2021,5496,43,5539,F9
12,2021,5459,43,5502,F9
1,2022,5485,44,5529,F9
2,2022,5520,44,5564,F9
3,2022,5525,40,5565,F9
4,2022,5590,39,5629,F9
5,2022,5658,39,5697,F9
6,2022,5694,35,5729,F9
7,2022,5775,36,5811,F9
8,2022,5976,37,6013,F9
9,2022,6106,39,6145,F9
10,2022,6275,40,6315,F9
11,2022,6376,39,6415,F9
12,2022,6429,41,6470,F9
1,2023,6455,41,6496,F9
2,2023,6503,43,6546,F9
3,2023,6566,42,6608,F9
4,2023,6529,43,6572,F9
5,2023,6610,41,6651,F9
6,2023,6669,46,6715,F9
7,2023,6790,39,6829,F9
8,2023,6830,42,6872,F9
9,2023,6939,40,6979,F9
10,2023,7023,43,7066,F9
11,2023,7070,43,7113,F9
12,2023,7193,42,7235,F9
1,2024,7256,41,7297,F9
2,2024,7481,41,7522,F9
3,2024,7655,40,7695,F9
4,2024,7817,40,7857,F9
5,2024,7948,40,7988,F9
6,2024,8072,56,8128,F9
7,2024,8116,55,8171,F9
8,2024,8037,55,8092,F9
9,2024,7984,53,8037,F9
10,2024,7888,52,7940,F9
11,2024,7893,50,7943,F9
12,2024,7888,50,7938,F9
1,2025,7885,51,7936,F9
10,1994,93,2,95,FL
11,1994,109,2,111,FL
12,1994,93,2,95,FL
1,1995,190,2,192,FL
2,1995,181,0,181,FL
3,1995,194,0,194,FL
4,1995,204,6,210,FL
5,1995,227,9,236,FL
6,1995,215,23,238,FL
7,1995,225,39,264,FL
